wl,n
14.70,3.4696090454
14.71,3.4696066213
14.72,3.4696041885
14.73,3.4696017468
14.74,3.4695992961
14.75,3.4695968365
14.76,3.4695943676
14.77,3.4695918895
14.78,3.4695894021
14.79,3.4695869052
14.80,3.4695843988
14.81,3.4695818828
14.82,3.4695793572
14.83,3.4695768217
14.84,3.4695742765
14.85,3.4695717213
14.86,3.4695691563
14.87,3.4695665812
14.88,3.4695639961
14.89,3.4695614009
14.90,3.4695587956
14.91,3.4695561801
14.92,3.4695535546
14.93,3.4695509189
14.94,3.4695482730
14.95,3.4695456170
14.96,3.4695429508
14.97,3.4695402746
14.98,3.4695375883
14.99,3.4695348921
15.00,3.4695321859
15.01,3.4695294698
15.02,3.4695267440
15.03,3.4695240085
15.04,3.4695212635
15.05,3.4695185090
15.06,3.4695157453
15.07,3.4695129725
15.08,3.4695101907
15.09,3.4695074002
15.10,3.4695046013
15.11,3.4695017940
15.12,3.4694989788
15.13,3.4694961558
15.14,3.4694933254
15.15,3.4694904878
15.16,3.4694876436
15.17,3.4694847930
15.18,3.4694819364
15.19,3.4694790743
15.20,3.4694762072
15.21,3.4694733355
15.22,3.4694704598
15.23,3.4694675806
15.24,3.4694646986
15.25,3.4694618144
15.26,3.4694589287
15.27,3.4694560421
15.28,3.4694531555
15.29,3.4694502697
15.30,3.4694473856
15.31,3.4694445039
15.32,3.4694416258
15.33,3.4694387522
15.34,3.4694358843
15.35,3.4694330230
15.36,3.4694301697
15.37,3.4694273256
15.38,3.4694244921
15.39,3.4694216704
15.40,3.4694188621
15.41,3.4694160688
15.42,3.4694132921
15.43,3.4694105336
15.44,3.4694077953
15.45,3.4694050789
15.46,3.4694023864
15.47,3.4693997200
15.48,3.4693970819
15.49,3.4693944742
15.50,3.4693918994
15.51,3.4693893600
15.52,3.4693868587
15.53,3.4693843982
15.54,3.4693819812
15.55,3.4693796110
15.56,3.4693772906
15.57,3.4693750232
15.58,3.4693728123
15.59,3.4693706614
15.60,3.4693685744
15.61,3.4693665549
15.62,3.4693646072
15.63,3.4693627354
15.64,3.4693609438
15.65,3.4693592370
15.66,3.4693576197
15.67,3.4693560968
15.68,3.4693546734
15.69,3.4693533548
15.70,3.4693521464
15.71,3.4693510538
15.72,3.4693500830
15.73,3.4693492398
15.74,3.4693485306
15.75,3.4693479618
15.76,3.4693475400
15.77,3.4693472719
15.78,3.4693471647
15.79,3.4693472253
15.80,3.4693474613
15.81,3.4693478801
15.82,3.4693484894
15.83,3.4693492971
15.84,3.4693503111
15.85,3.4693515397
15.86,3.4693529910
15.87,3.4693546735
15.88,3.4693565956
15.89,3.4693587658
15.90,3.4693611927
15.91,3.4693638849
15.92,3.4693668511
15.93,3.4693700997
15.94,3.4693736394
15.95,3.4693774786
15.96,3.4693816256
15.97,3.4693860885
15.98,3.4693908754
15.99,3.4693959938
16.00,3.4694014514
16.01,3.4694072551
16.02,3.4694134117
16.03,3.4694199274
16.04,3.4694268082
16.05,3.4694340592
16.06,3.4694416851
16.07,3.4694496900
16.08,3.4694580772
16.09,3.4694668494
16.10,3.4694760082
16.11,3.4694855548
16.12,3.4694954890
16.13,3.4695058099
16.14,3.4695165158
16.15,3.4695276034
16.16,3.4695390689
16.17,3.4695509071
16.18,3.4695631116
16.19,3.4695756751
16.20,3.4695885888
16.21,3.4696018429
16.22,3.4696154265
16.23,3.4696293274
16.24,3.4696435322
16.25,3.4696580264
16.26,3.4696727945
16.27,3.4696878197
16.28,3.4697030846
16.29,3.4697185703
16.30,3.4697342575
16.31,3.4697501258
16.32,3.4697661542
16.33,3.4697823209
16.34,3.4697986037
16.35,3.4698149800
16.36,3.4698314266
16.37,3.4698479203
16.38,3.4698644376
16.39,3.4698809550
16.40,3.4698974492
16.41,3.4699138969
16.42,3.4699302753
16.43,3.4699465618
16.44,3.4699627344
16.45,3.4699787716
16.46,3.4699946527
16.47,3.4700103576
16.48,3.4700258671
16.49,3.4700411631
16.50,3.4700562280
16.51,3.4700710456
16.52,3.4700856006
16.53,3.4700998787
16.54,3.4701138668
16.55,3.4701275531
16.56,3.4701409265
16.57,3.4701539775
16.58,3.4701666974
16.59,3.4701790787
16.60,3.4701911151
16.61,3.4702028013
16.62,3.4702141330
16.63,3.4702251071
16.64,3.4702357213
16.65,3.4702459742
16.66,3.4702558655
16.67,3.4702653955
16.68,3.4702745655
16.69,3.4702833774
16.70,3.4702918340
16.71,3.4702999385
16.72,3.4703076948
16.73,3.4703151074
16.74,3.4703221812
16.75,3.4703289217
16.76,3.4703353346
16.77,3.4703414262
16.78,3.4703472028
16.79,3.4703526714
16.80,3.4703578387
16.81,3.4703627121
16.82,3.4703672989
16.83,3.4703716065
16.84,3.4703756425
16.85,3.4703794146
16.86,3.4703829303
16.87,3.4703861975
16.88,3.4703892238
16.89,3.4703920168
16.90,3.4703945841
16.91,3.4703969333
16.92,3.4703990717
16.93,3.4704010069
16.94,3.4704027460
16.95,3.4704042961
16.96,3.4704056643
16.97,3.4704068575
16.98,3.4704078823
16.99,3.4704087453
17.00,3.4704094530
17.01,3.4704100116
17.02,3.4704104272
17.03,3.4704107058
17.04,3.4704108531
17.05,3.4704108749
17.06,3.4704107764
17.07,3.4704105631
17.08,3.4704102400
17.09,3.4704098122
17.10,3.4704092843
17.11,3.4704086611
17.12,3.4704079470
17.13,3.4704071465
17.14,3.4704062635
17.15,3.4704053024
17.16,3.4704042668
17.17,3.4704031606
17.18,3.4704019873
17.19,3.4704007506
17.20,3.4703994536
17.21,3.4703980997
17.22,3.4703966920
17.23,3.4703952334
17.24,3.4703937268
17.25,3.4703921749
17.26,3.4703905805
17.27,3.4703889461
17.28,3.4703872740
17.29,3.4703855667
17.30,3.4703838263
17.31,3.4703820551
17.32,3.4703802551
17.33,3.4703784283
17.34,3.4703765766
17.35,3.4703747018
17.36,3.4703728056
17.37,3.4703708898
17.38,3.4703689559
17.39,3.4703670054
17.40,3.4703650399
17.41,3.4703630607
17.42,3.4703610692
17.43,3.4703590666
17.44,3.4703570543
17.45,3.4703550333
17.46,3.4703530047
17.47,3.4703509698
17.48,3.4703489294
17.49,3.4703468847
17.50,3.4703448364
17.51,3.4703427856
17.52,3.4703407330
17.53,3.4703386796
17.54,3.4703366260
17.55,3.4703345731
17.56,3.4703325215
17.57,3.4703304720
17.58,3.4703284252
17.59,3.4703263816
17.60,3.4703243420
17.61,3.4703223069
17.62,3.4703202768
17.63,3.4703182522
17.64,3.4703162337
17.65,3.4703142217
17.66,3.4703122166
17.67,3.4703102190
17.68,3.4703082291
17.69,3.4703062475
17.70,3.4703042744
17.71,3.4703023102
17.72,3.4703003554
17.73,3.4702984101
17.74,3.4702964747
17.75,3.4702945496
17.76,3.4702926349
17.77,3.4702907310
17.78,3.4702888381
17.79,3.4702869565
17.80,3.4702850863
17.81,3.4702832280
17.82,3.4702813815
17.83,3.4702795472
17.84,3.4702777252
17.85,3.4702759158
17.86,3.4702741191
17.87,3.4702723352
17.88,3.4702705644
17.89,3.4702688068
17.90,3.4702670626
17.91,3.4702653318
17.92,3.4702636147
17.93,3.4702619113
17.94,3.4702602218
17.95,3.4702585464
17.96,3.4702568850
17.97,3.4702552379
17.98,3.4702536051
17.99,3.4702519868
18.00,3.4702503830
18.01,3.4702487938
18.02,3.4702472194
18.03,3.4702456598
18.04,3.4702441150
18.05,3.4702425853
18.06,3.4702410706
18.07,3.4702395710
18.08,3.4702380866
18.09,3.4702366176
18.10,3.4702351638
18.11,3.4702337255
18.12,3.4702323026
18.13,3.4702308953
18.14,3.4702295035
18.15,3.4702281274
18.16,3.4702267670
18.17,3.4702254224
18.18,3.4702240936
18.19,3.4702227806
18.20,3.4702214836
18.21,3.4702202025
18.22,3.4702189375
18.23,3.4702176885
18.24,3.4702164556
18.25,3.4702152389
18.26,3.4702140384
18.27,3.4702128541
18.28,3.4702116861
18.29,3.4702105344
18.30,3.4702093991
18.31,3.4702082802
18.32,3.4702071777
18.33,3.4702060917
18.34,3.4702050223
18.35,3.4702039693
18.36,3.4702029330
18.37,3.4702019133
18.38,3.4702009102
18.39,3.4701999239
18.40,3.4701989542
18.41,3.4701980014
18.42,3.4701970653
18.43,3.4701961460
18.44,3.4701952435
18.45,3.4701943580
18.46,3.4701934893
18.47,3.4701926376
18.48,3.4701918028
18.49,3.4701909851
18.50,3.4701901843
18.51,3.4701894005
18.52,3.4701886338
18.53,3.4701878842
18.54,3.4701871517
18.55,3.4701864363
18.56,3.4701857380
18.57,3.4701850569
18.58,3.4701843929
18.59,3.4701837461
18.60,3.4701831165
18.61,3.4701825042
18.62,3.4701819090
18.63,3.4701813311
18.64,3.4701807704
18.65,3.4701802270
18.66,3.4701797008
18.67,3.4701791918
18.68,3.4701787001
18.69,3.4701782257
18.70,3.4701777686
18.71,3.4701773287
18.72,3.4701769060
18.73,3.4701765006
18.74,3.4701761124
18.75,3.4701757414
18.76,3.4701753877
18.77,3.4701750511
18.78,3.4701747318
18.79,3.4701744296
18.80,3.4701741445
18.81,3.4701738766
18.82,3.4701736257
18.83,3.4701733919
18.84,3.4701731752
18.85,3.4701729755
18.86,3.4701727927
18.87,3.4701726269
18.88,3.4701724779
18.89,3.4701723458
18.90,3.4701722305
18.91,3.4701721319
18.92,3.4701720501
18.93,3.4701719849
18.94,3.4701719363
18.95,3.4701719042
18.96,3.4701718886
18.97,3.4701718894
18.98,3.4701719065
18.99,3.4701719399
19.00,3.4701719894
19.01,3.4701720551
19.02,3.4701721368
19.03,3.4701722344
19.04,3.4701723479
19.05,3.4701724771
19.06,3.4701726220
19.07,3.4701727824
19.08,3.4701729584
19.09,3.4701731497
19.10,3.4701733562
19.11,3.4701735779
19.12,3.4701738146
19.13,3.4701740662
19.14,3.4701743326
19.15,3.4701746136
19.16,3.4701749092
19.17,3.4701752191
19.18,3.4701755434
19.19,3.4701758817
19.20,3.4701762341
19.21,3.4701766003
19.22,3.4701769801
19.23,3.4701773735
19.24,3.4701777803
19.25,3.4701782003
19.26,3.4701786334
19.27,3.4701790793
19.28,3.4701795380
19.29,3.4701800092
19.30,3.4701804928
19.31,3.4701809886
19.32,3.4701814965
19.33,3.4701820161
19.34,3.4701825474
19.35,3.4701830902
19.36,3.4701836443
19.37,3.4701842094
19.38,3.4701847854
19.39,3.4701853721
19.40,3.4701859692
19.41,3.4701865766
19.42,3.4701871941
19.43,3.4701878214
19.44,3.4701884584
19.45,3.4701891048
19.46,3.4701897604
19.47,3.4701904250
19.48,3.4701910984
19.49,3.4701917803
19.50,3.4701924706
19.51,3.4701931689
19.52,3.4701938752
19.53,3.4701945890
19.54,3.4701953103
19.55,3.4701960388
19.56,3.4701967743
19.57,3.4701975164
19.58,3.4701982651
19.59,3.4701990200
19.60,3.4701997809
19.61,3.4702005476
19.62,3.4702013199
19.63,3.4702020974
19.64,3.4702028801
19.65,3.4702036676
19.66,3.4702044596
19.67,3.4702052561
19.68,3.4702060566
19.69,3.4702068611
19.70,3.4702076692
19.71,3.4702084808
19.72,3.4702092955
19.73,3.4702101131
19.74,3.4702109335
19.75,3.4702117564
19.76,3.4702125815
19.77,3.4702134086
19.78,3.4702142375
19.79,3.4702150680
19.80,3.4702158998
19.81,3.4702167327
19.82,3.4702175665
19.83,3.4702184009
19.84,3.4702192358
19.85,3.4702200710
19.86,3.4702209061
19.87,3.4702217410
19.88,3.4702225755
19.89,3.4702234094
19.90,3.4702242424
19.91,3.4702250744
19.92,3.4702259051
19.93,3.4702267344
19.94,3.4702275620
19.95,3.4702283878
19.96,3.4702292116
19.97,3.4702300331
19.98,3.4702308522
19.99,3.4702316687
20.00,3.4702324824

wl,k
2.00,0.0000000426
2.01,0.0000000433
2.02,0.0000000439
2.03,0.0000000446
2.04,0.0000000453
2.05,0.0000000460
2.06,0.0000000467
2.07,0.0000000474
2.08,0.0000000481
2.09,0.0000000488
2.10,0.0000000495
2.11,0.0000000503
2.12,0.0000000510
2.13,0.0000000518
2.14,0.0000000525
2.15,0.0000000533
2.16,0.0000000541
2.17,0.0000000548
2.18,0.0000000556
2.19,0.0000000564
2.20,0.0000000572
2.21,0.0000000580
2.22,0.0000000588
2.23,0.0000000597
2.24,0.0000000605
2.25,0.0000000614
2.26,0.0000000622
2.27,0.0000000631
2.28,0.0000000639
2.29,0.0000000648
2.30,0.0000000657
2.31,0.0000000666
2.32,0.0000000675
2.33,0.0000000684
2.34,0.0000000693
2.35,0.0000000702
2.36,0.0000000712
2.37,0.0000000721
2.38,0.0000000731
2.39,0.0000000740
2.40,0.0000000750
2.41,0.0000000760
2.42,0.0000000770
2.43,0.0000000780
2.44,0.0000000790
2.45,0.0000000800
2.46,0.0000000810
2.47,0.0000000820
2.48,0.0000000831
2.49,0.0000000841
2.50,0.0000000852
2.51,0.0000000863
2.52,0.0000000874
2.53,0.0000000884
2.54,0.0000000895
2.55,0.0000000907
2.56,0.0000000918
2.57,0.0000000929
2.58,0.0000000940
2.59,0.0000000952
2.60,0.0000000964
2.61,0.0000000975
2.62,0.0000000987
2.63,0.0000000999
2.64,0.0000001011
2.65,0.0000001023
2.66,0.0000001035
2.67,0.0000001048
2.68,0.0000001060
2.69,0.0000001072
2.70,0.0000001085
2.71,0.0000001098
2.72,0.0000001111
2.73,0.0000001124
2.74,0.0000001137
2.75,0.0000001150
2.76,0.0000001163
2.77,0.0000001176
2.78,0.0000001190
2.79,0.0000001204
2.80,0.0000001217
2.81,0.0000001231
2.82,0.0000001245
2.83,0.0000001259
2.84,0.0000001273
2.85,0.0000001287
2.86,0.0000001302
2.87,0.0000001316
2.88,0.0000001331
2.89,0.0000001346
2.90,0.0000001361
2.91,0.0000001376
2.92,0.0000001391
2.93,0.0000001406
2.94,0.0000001421
2.95,0.0000001437
2.96,0.0000001452
2.97,0.0000001468
2.98,0.0000001484
2.99,0.0000001500
3.00,0.0000001516
3.01,0.0000001532
3.02,0.0000001548
3.03,0.0000001565
3.04,0.0000001581
3.05,0.0000001598
3.06,0.0000001615
3.07,0.0000001632
3.08,0.0000001649
3.09,0.0000001666
3.10,0.0000001683
3.11,0.0000001701
3.12,0.0000001719
3.13,0.0000001736
3.14,0.0000001754
3.15,0.0000001772
3.16,0.0000001790
3.17,0.0000001809
3.18,0.0000001827
3.19,0.0000001846
3.20,0.0000001864
3.21,0.0000001883
3.22,0.0000001902
3.23,0.0000001921
3.24,0.0000001941
3.25,0.0000001960
3.26,0.0000001980
3.27,0.0000001999
3.28,0.0000002019
3.29,0.0000002039
3.30,0.0000002059
3.31,0.0000002079
3.32,0.0000002100
3.33,0.0000002120
3.34,0.0000002141
3.35,0.0000002162
3.36,0.0000002183
3.37,0.0000002204
3.38,0.0000002226
3.39,0.0000002247
3.40,0.0000002269
3.41,0.0000002290
3.42,0.0000002312
3.43,0.0000002334
3.44,0.0000002357
3.45,0.0000002379
3.46,0.0000002402
3.47,0.0000002424
3.48,0.0000002447
3.49,0.0000002470
3.50,0.0000002494
3.51,0.0000002517
3.52,0.0000002541
3.53,0.0000002564
3.54,0.0000002588
3.55,0.0000002612
3.56,0.0000002636
3.57,0.0000002661
3.58,0.0000002685
3.59,0.0000002710
3.60,0.0000002735
3.61,0.0000002760
3.62,0.0000002785
3.63,0.0000002811
3.64,0.0000002836
3.65,0.0000002862
3.66,0.0000002888
3.67,0.0000002914
3.68,0.0000002941
3.69,0.0000002967
3.70,0.0000002994
3.71,0.0000003021
3.72,0.0000003048
3.73,0.0000003075
3.74,0.0000003102
3.75,0.0000003130
3.76,0.0000003158
3.77,0.0000003186
3.78,0.0000003214
3.79,0.0000003242
3.80,0.0000003271
3.81,0.0000003299
3.82,0.0000003328
3.83,0.0000003357
3.84,0.0000003387
3.85,0.0000003416
3.86,0.0000003446
3.87,0.0000003476
3.88,0.0000003506
3.89,0.0000003536
3.90,0.0000003567
3.91,0.0000003597
3.92,0.0000003628
3.93,0.0000003659
3.94,0.0000003691
3.95,0.0000003722
3.96,0.0000003754
3.97,0.0000003786
3.98,0.0000003818
3.99,0.0000003851
4.00,0.0000003883
4.01,0.0000003916
4.02,0.0000003949
4.03,0.0000003982
4.04,0.0000004016
4.05,0.0000004049
4.06,0.0000004083
4.07,0.0000004117
4.08,0.0000004152
4.09,0.0000004186
4.10,0.0000004221
4.11,0.0000004256
4.12,0.0000004291
4.13,0.0000004327
4.14,0.0000004362
4.15,0.0000004398
4.16,0.0000004434
4.17,0.0000004471
4.18,0.0000004508
4.19,0.0000004544
4.20,0.0000004582
4.21,0.0000004619
4.22,0.0000004656
4.23,0.0000004694
4.24,0.0000004732
4.25,0.0000004771
4.26,0.0000004809
4.27,0.0000004848
4.28,0.0000004887
4.29,0.0000004926
4.30,0.0000004966
4.31,0.0000005006
4.32,0.0000005046
4.33,0.0000005086
4.34,0.0000005127
4.35,0.0000005168
4.36,0.0000005209
4.37,0.0000005250
4.38,0.0000005292
4.39,0.0000005334
4.40,0.0000005376
4.41,0.0000005418
4.42,0.0000005461
4.43,0.0000005504
4.44,0.0000005547
4.45,0.0000005591
4.46,0.0000005635
4.47,0.0000005679
4.48,0.0000005723
4.49,0.0000005768
4.50,0.0000005812
4.51,0.0000005858
4.52,0.0000005903
4.53,0.0000005949
4.54,0.0000005995
4.55,0.0000006041
4.56,0.0000006088
4.57,0.0000006135
4.58,0.0000006182
4.59,0.0000006230
4.60,0.0000006277
4.61,0.0000006326
4.62,0.0000006374
4.63,0.0000006423
4.64,0.0000006472
4.65,0.0000006521
4.66,0.0000006571
4.67,0.0000006621
4.68,0.0000006671
4.69,0.0000006722
4.70,0.0000006773
4.71,0.0000006824
4.72,0.0000006875
4.73,0.0000006927
4.74,0.0000006979
4.75,0.0000007032
4.76,0.0000007085
4.77,0.0000007138
4.78,0.0000007191
4.79,0.0000007245
4.80,0.0000007299
4.81,0.0000007354
4.82,0.0000007409
4.83,0.0000007464
4.84,0.0000007520
4.85,0.0000007576
4.86,0.0000007632
4.87,0.0000007688
4.88,0.0000007745
4.89,0.0000007803
4.90,0.0000007860
4.91,0.0000007918
4.92,0.0000007977
4.93,0.0000008035
4.94,0.0000008094
4.95,0.0000008154
4.96,0.0000008214
4.97,0.0000008274
4.98,0.0000008335
4.99,0.0000008396
5.00,0.0000008457
5.01,0.0000008519
5.02,0.0000008581
5.03,0.0000008643
5.04,0.0000008706
5.05,0.0000008769
5.06,0.0000008833
5.07,0.0000008897
5.08,0.0000008962
5.09,0.0000009026
5.10,0.0000009092
5.11,0.0000009157
5.12,0.0000009223
5.13,0.0000009290
5.14,0.0000009357
5.15,0.0000009424
5.16,0.0000009492
5.17,0.0000009560
5.18,0.0000009629
5.19,0.0000009698
5.20,0.0000009767
5.21,0.0000009837
5.22,0.0000009907
5.23,0.0000009978
5.24,0.0000010049
5.25,0.0000010121
5.26,0.0000010193
5.27,0.0000010265
5.28,0.0000010338
5.29,0.0000010412
5.30,0.0000010486
5.31,0.0000010560
5.32,0.0000010635
5.33,0.0000010710
5.34,0.0000010786
5.35,0.0000010862
5.36,0.0000010939
5.37,0.0000011016
5.38,0.0000011093
5.39,0.0000011172
5.40,0.0000011250
5.41,0.0000011329
5.42,0.0000011409
5.43,0.0000011489
5.44,0.0000011570
5.45,0.0000011651
5.46,0.0000011732
5.47,0.0000011815
5.48,0.0000011897
5.49,0.0000011980
5.50,0.0000012064
5.51,0.0000012148
5.52,0.0000012233
5.53,0.0000012318
5.54,0.0000012404
5.55,0.0000012491
5.56,0.0000012577
5.57,0.0000012665
5.58,0.0000012753
5.59,0.0000012841
5.60,0.0000012931
5.61,0.0000013020
5.62,0.0000013110
5.63,0.0000013201
5.64,0.0000013293
5.65,0.0000013385
5.66,0.0000013477
5.67,0.0000013570
5.68,0.0000013664
5.69,0.0000013758
5.70,0.0000013853
5.71,0.0000013949
5.72,0.0000014045
5.73,0.0000014142
5.74,0.0000014239
5.75,0.0000014337
5.76,0.0000014436
5.77,0.0000014535
5.78,0.0000014635
5.79,0.0000014735
5.80,0.0000014836
5.81,0.0000014938
5.82,0.0000015041
5.83,0.0000015144
5.84,0.0000015247
5.85,0.0000015352
5.86,0.0000015457
5.87,0.0000015563
5.88,0.0000015669
5.89,0.0000015776
5.90,0.0000015884
5.91,0.0000015993
5.92,0.0000016102
5.93,0.0000016212
5.94,0.0000016323
5.95,0.0000016434
5.96,0.0000016546
5.97,0.0000016659
5.98,0.0000016773
5.99,0.0000016887
6.00,0.0000017002
6.01,0.0000017118
6.02,0.0000017234
6.03,0.0000017352
6.04,0.0000017470
6.05,0.0000017589
6.06,0.0000017708
6.07,0.0000017829
6.08,0.0000017950
6.09,0.0000018072
6.10,0.0000018195
6.11,0.0000018318
6.12,0.0000018443
6.13,0.0000018568
6.14,0.0000018694
6.15,0.0000018821
6.16,0.0000018949
6.17,0.0000019078
6.18,0.0000019207
6.19,0.0000019338
6.20,0.0000019469
6.21,0.0000019601
6.22,0.0000019734
6.23,0.0000019868
6.24,0.0000020003
6.25,0.0000020138
6.26,0.0000020275
6.27,0.0000020413
6.28,0.0000020551
6.29,0.0000020691
6.30,0.0000020831
6.31,0.0000020972
6.32,0.0000021115
6.33,0.0000021258
6.34,0.0000021402
6.35,0.0000021547
6.36,0.0000021694
6.37,0.0000021841
6.38,0.0000021989
6.39,0.0000022138
6.40,0.0000022289
6.41,0.0000022440
6.42,0.0000022592
6.43,0.0000022746
6.44,0.0000022900
6.45,0.0000023056
6.46,0.0000023213
6.47,0.0000023370
6.48,0.0000023529
6.49,0.0000023689
6.50,0.0000023850
6.51,0.0000024013
6.52,0.0000024176
6.53,0.0000024341
6.54,0.0000024506
6.55,0.0000024673
6.56,0.0000024841
6.57,0.0000025011
6.58,0.0000025181
6.59,0.0000025353
6.60,0.0000025526
6.61,0.0000025700
6.62,0.0000025876
6.63,0.0000026052
6.64,0.0000026230
6.65,0.0000026410
6.66,0.0000026590
6.67,0.0000026772
6.68,0.0000026956
6.69,0.0000027140
6.70,0.0000027326
6.71,0.0000027514
6.72,0.0000027702
6.73,0.0000027893
6.74,0.0000028084
6.75,0.0000028277
6.76,0.0000028472
6.77,0.0000028667
6.78,0.0000028865
6.79,0.0000029064
6.80,0.0000029264
6.81,0.0000029466
6.82,0.0000029669
6.83,0.0000029874
6.84,0.0000030081
6.85,0.0000030289
6.86,0.0000030499
6.87,0.0000030710
6.88,0.0000030923
6.89,0.0000031138
6.90,0.0000031354
6.91,0.0000031572
6.92,0.0000031791
6.93,0.0000032013
6.94,0.0000032236
6.95,0.0000032461
6.96,0.0000032688
6.97,0.0000032916
6.98,0.0000033146
6.99,0.0000033379
7.00,0.0000033613
7.01,0.0000033849
7.02,0.0000034086
7.03,0.0000034326
7.04,0.0000034568
7.05,0.0000034812
7.06,0.0000035057
7.07,0.0000035305
7.08,0.0000035555
7.09,0.0000035807
7.10,0.0000036061
7.11,0.0000036317
7.12,0.0000036575
7.13,0.0000036835
7.14,0.0000037098
7.15,0.0000037363
7.16,0.0000037630
7.17,0.0000037899
7.18,0.0000038171
7.19,0.0000038445
7.20,0.0000038722
7.21,0.0000039001
7.22,0.0000039282
7.23,0.0000039566
7.24,0.0000039852
7.25,0.0000040141
7.26,0.0000040432
7.27,0.0000040726
7.28,0.0000041023
7.29,0.0000041323
7.30,0.0000041625
7.31,0.0000041930
7.32,0.0000042237
7.33,0.0000042548
7.34,0.0000042862
7.35,0.0000043178
7.36,0.0000043497
7.37,0.0000043820
7.38,0.0000044145
7.39,0.0000044474
7.40,0.0000044806
7.41,0.0000045141
7.42,0.0000045479
7.43,0.0000045820
7.44,0.0000046165
7.45,0.0000046513
7.46,0.0000046865
7.47,0.0000047221
7.48,0.0000047579
7.49,0.0000047942
7.50,0.0000048308
7.51,0.0000048678
7.52,0.0000049052
7.53,0.0000049430
7.54,0.0000049812
7.55,0.0000050197
7.56,0.0000050587
7.57,0.0000050981
7.58,0.0000051379
7.59,0.0000051782
7.60,0.0000052189
7.61,0.0000052601
7.62,0.0000053017
7.63,0.0000053438
7.64,0.0000053863
7.65,0.0000054294
7.66,0.0000054729
7.67,0.0000055169
7.68,0.0000055615
7.69,0.0000056066
7.70,0.0000056522
7.71,0.0000056983
7.72,0.0000057451
7.73,0.0000057924
7.74,0.0000058402
7.75,0.0000058887
7.76,0.0000059378
7.77,0.0000059875
7.78,0.0000060378
7.79,0.0000060888
7.80,0.0000061405
7.81,0.0000061928
7.82,0.0000062458
7.83,0.0000062996
7.84,0.0000063540
7.85,0.0000064093
7.86,0.0000064652
7.87,0.0000065220
7.88,0.0000065796
7.89,0.0000066380
7.90,0.0000066973
7.91,0.0000067574
7.92,0.0000068184
7.93,0.0000068804
7.94,0.0000069433
7.95,0.0000070071
7.96,0.0000070720
7.97,0.0000071379
7.98,0.0000072048
7.99,0.0000072729
8.00,0.0000073420
8.01,0.0000074123
8.02,0.0000074838
8.03,0.0000075566
8.04,0.0000076306
8.05,0.0000077059
8.06,0.0000077825
8.07,0.0000078606
8.08,0.0000079400
8.09,0.0000080210
8.10,0.0000081035
8.11,0.0000081877
8.12,0.0000082734
8.13,0.0000083609
8.14,0.0000084502
8.15,0.0000085413
8.16,0.0000086343
8.17,0.0000087293
8.18,0.0000088263
8.19,0.0000089255
8.20,0.0000090270
8.21,0.0000091307
8.22,0.0000092369
8.23,0.0000093456
8.24,0.0000094569
8.25,0.0000095710
8.26,0.0000096879
8.27,0.0000098078
8.28,0.0000099309
8.29,0.0000100572
8.30,0.0000101870
8.31,0.0000103204
8.32,0.0000104575
8.33,0.0000105986
8.34,0.0000107439
8.35,0.0000108935
8.36,0.0000110478
8.37,0.0000112069
8.38,0.0000113711
8.39,0.0000115408
8.40,0.0000117161
8.41,0.0000118975
8.42,0.0000120853
8.43,0.0000122798
8.44,0.0000124815
8.45,0.0000126909
8.46,0.0000129083
8.47,0.0000131344
8.48,0.0000133696
8.49,0.0000136146
8.50,0.0000138701
8.51,0.0000141368
8.52,0.0000144154
8.53,0.0000147068
8.54,0.0000150120
8.55,0.0000153321
8.56,0.0000156680
8.57,0.0000160211
8.58,0.0000163928
8.59,0.0000167845
8.60,0.0000171979
8.61,0.0000176348
8.62,0.0000180973
8.63,0.0000185877
8.64,0.0000191084
8.65,0.0000196623
8.66,0.0000202525
8.67,0.0000208825
8.68,0.0000215563
8.69,0.0000222782
8.70,0.0000230533
8.71,0.0000238873
8.72,0.0000247864
8.73,0.0000257579
8.74,0.0000268101
8.75,0.0000279524
8.76,0.0000291954
8.77,0.0000305515
8.78,0.0000320348
8.79,0.0000336616
8.80,0.0000354505
8.81,0.0000374231
8.82,0.0000396045
8.83,0.0000420235
8.84,0.0000447136
8.85,0.0000477133
8.86,0.0000510673
8.87,0.0000548267
8.88,0.0000590497
8.89,0.0000638024
8.90,0.0000691576
8.91,0.0000751945
8.92,0.0000819953
8.93,0.0000896397
8.94,0.0000981953
8.95,0.0001077024
8.96,0.0001181511
8.97,0.0001294492
8.98,0.0001413841
8.99,0.0001535815
9.00,0.0001654780
9.01,0.0001763270
9.02,0.0001852634
9.03,0.0001914371
9.04,0.0001941939
9.05,0.0001932427
9.06,0.0001887359
9.07,0.0001812232
9.08,0.0001715039
9.09,0.0001604435
9.10,0.0001488247
9.11,0.0001372637
9.12,0.0001261894
9.13,0.0001158624
9.14,0.0001064125
9.15,0.0000978777
9.16,0.0000902372
9.17,0.0000834364
9.18,0.0000774037
9.19,0.0000720620
9.20,0.0000673350
9.21,0.0000631510
9.22,0.0000594445
9.23,0.0000561571
9.24,0.0000532372
9.25,0.0000506394
9.26,0.0000483246
9.27,0.0000462583
9.28,0.0000444111
9.29,0.0000427572
9.30,0.0000412744
9.31,0.0000399432
9.32,0.0000387471
9.33,0.0000376713
9.34,0.0000367031
9.35,0.0000358314
9.36,0.0000350464
9.37,0.0000343396
9.38,0.0000337035
9.39,0.0000331314
